text,complexity
سوسمار زاگرسی,3
شهباز,2
تشت آب,2
صابون کاغذی,2
کابین آسانسور,3
عینک آستیگمات,3
دم کنی گلدار ,3
سنجاب پرنده,2
مرغ مینیاتوری,3
موش خانگی,1
استامپ,3
پاسپورت,2
سوسک کرگدنی,2
بوف,2
شاپرک,1
یه قرون دوهزار,2
میمون بابون,3
زنبور جواهر,2
کرمک,2
ماهی زبان استخوانی,3
تنبل,1
آبکی,1
تمساح آب شور,3
مار کبرا,2
ماهی فایتر,3
سیا سوخته,2
حشره,1
اسب وحشی,1
گراز ماهی,2
افعی شاخدار,2
ادکلن جیبی,2
والان پرده,3
پرده سینما,2
کوسه کله چکشی,3
آلوچه خورک,3
گوش ماهی,2
پرنده دیوارخزک,3
ماهی پیرانا,3
ملخ دریایی,2
خلوت تنهایی,3
گرمای وجود,1
خفاش ماهی,2
حلزون دریایی,2
خفاش سفید,2
آهوی کاکلی,2
پرنده سبز قبا,3
مار جعفری,2
فیل آفریقایی,2
عنتر دم کوتاه,3
سگ زرد برادرشغاله,1
گیربکس,3
ریمل ضد آب,3
مرغ پابزرگ,3
توپ پلاستيكي,2
سوسک شاخ گوزنی,3
آهوی کوهی,2
 کرم آسکاریس,3
گَند راسو,3
دم عصایی,2
انگشتر فیروزه,2
ماهی کپور نقره‌ای,3
غزالک,2
غزالک گورخری,3
کرگدن سفید,2
بار و بندیل,2
کوسه گاوی,2
اردک ماهی,1
ماهی قباد,2
نی لبک,2
زغال طراحی,2
دم جنبانک,3
از هر انگشتش هنر میباره,1
گوزن شوکا,3
لاکردار,3
گورکن عسل خوار     ,3
شیطون بلا,1
پیرمرد پرحاشیه,2
مگس سرکه,2
کت بسته,2
بی آب و علف,1
انگشتر نقره,2
پیراهن زنانه,2
نفس باد صبا,3
چرخ آسیاب,2
قناری زرد,1
بچه پرو,1
افعی شاخدار دم عنکبوتی,3
بلبل خرما,2
گرگ ماهی,2
کلاه نظامی,2
پرستوی دریایی,2
شلوار شش جیب,3
پروانه ماهی,1
مبل سلطنتی,3
خرگوش قطبی,2
ساعت آفتابی,2
قوی فریادکش,3
لاک پشت پوزه عقابی,3
پابوسی,1
قد رعنا,2
کوسه بزرگ دندان,3
خوتکا,3
اسب کاسپین,3
فنچ راه راه,3
سنجاب راه راه,2
چرم تمساح,3
گوسفند دریایی,2
چادر گلدار,2
جغد برفی,2
خرسک دم حلقه ای,3
خرگوش صحرایی,2
موش خاردار,2
موش کیسه دار,2
شاه کبری,2
گوزن آبی,2
ترس برادر مرگه,2
آونگ,2
عین گاو می خوره,3
سوسمار درختی,2
زباله,1
شترمرغ استرالیایی,3
مرغ سر کنده,2
حشره برگی,2
قالپاق چرخ,3
تونیک,2
چاردیواری,1
شیر سماور,2
 دیلم,3
پارو,1
شاه طوطی,2
دود و دم,2
ساک زیپ دار,2
دم و دستگاه,1
بیکار بی عار,2
استخر بادی,2
سماور نفتی,2
مرواريد,1
برس,1
ماهی سرسوسماری,3
شاد و شنگول,2
زمین گیر,1
تابلو ورود ممنوع,2
پارچه نسوز,2
زره دوز,3
دماغت چاقه,1
مار دریایی حلقه دار,3
کانگوروی درختی,2
طوطی دریایی,2
فسیل,2
اژدهای آبی,2
کوسه آبی,2
بچم روگازه,3
کبوتر الماسی,3
طوطی طوق صورتی,3
صبح علی الطلوع,1
مرغ قاصد,2
قلم مو نقاشی,3
بخاری زغالی,2
مرد روزای سخت,2
خوک اهلی,2
ماهی کوتوله رنگین کمان,3
مادر بگرید,3
ترمز دستی,2
دامن طبیعت,1
جمال مبارک,3
دیار باقی,1
سواد نم کشیده,3
در حد بوندسلیگا,2
نمک زندگی,1
لب پر,2
مورچه ملکه,2
ورق برگشت,2
در یک چشم بر هم زدن,1
عروس هزار داماد,2
نمک گیر,1
زدن زیر میز,3
قال قضیه رو کندن,1
دنگ و فنگ,1
افعی خالدار,2
چادر رنگی,2
تخت روان ,3
شاپرک اطلس,3
هفت شهر عشق,2
مشق عشق,3
رسم رفاقت,1
بزرگ مرد کوچک,3
سوسک پردار,2
سرویس چایخوری ,3
چشم گرد تنبل,3
ببر سیبری,3
آب نطلبیده مراده,1
مار درختی,1
خرس آفتاب,2
میمون شبگرد کوتوله,3
مارماهی دهان گرد,3
آهوی تامسون,3
عنکبوت بیوه سیاه,3
سمندر خالدار امپراتور,3
کفگیر چوبی,2
تلفن سکه ای,2
قورباغه سمی آبی,3
عنکبوت گرگی,2
بوزینه,1
کرم ساقه خوار,3
کفپوش ماشین,3
ریش مصنوعی,2
پنگوئن امپراتور,3
سوسک گاوی,2
روانداز,2
سری قلیان,2
خرگوش کوتوله,2
چک برگشتی,2
دافنی,3
ماهی جنگجو,2
نهنگ گوژپشت,3
فُک خزری,3
سوسک هرکول,3
چارچوب,1
جعبه سیگار,2
ماهی آزاد,2
مگس سفید,1
پیت ,3
پسر باباشه,3
بازوبند ,2
فیل ماهی,2
پرنده صدف خوار,3
قاتل سریالی,3
روزنامه باطله,2
شیش و هشت,2
گوش تا گوش,2
سوسک سنگی خرما,3
سوسک سبز لاک پشتی,3
مرگ یبار شیون یبار,2
ماهی اوزون برون,3
رفع زحمت کردن,2
قدم رنجه کردن,2
سیم‌هاش قاطی کرده,3
سند ازدواج,2
چای قند پهلو,2
خیار دریایی,2
منگ,1
کوته نظر,2
گوش به زنگ,2
ناقوس,3
صندوق پستی,3
میخ فولادی,2
چشم مایی,2
خرس تنبل,2
مبل بادی,3
حشره خوار کوتوله,3
گره کور,1
بی سر و زبان,1
نخودی,1
سمور سنگی,3
نمایشگر,2
سر کسی رو زیر آب کردن,3
روی دست کسی بلند شدن,2
یخش آب شد,2
خرس سیاه,1
گاو ماهی,1
بز ماهی,2
لاما,2
آتیش کن بریم,2
کشمش هم دم داره,3
ماهی مرکب,2
مثل کوه پشتتم,2
خفاش سرچکشی,3
موش پنبه کوهی,3
جوجه اردک زشت,2
اردک اسرائیلی,3
دروغ سنج,2
چوب و فلک,3
ترکبند موتورسیکلت ,3
گربه ایرانی,1
سکه دریایی,2
گاوکوسه,2
مثل برق گذشتن,2
غاز کوتوله آفریقایی,3
تمساح پوزه کوتاه,3
نان کور,2
مارماهی برقی,2
خفاش خون آشام,3
عقرب ماهی,2
لبخند ژوکوند,2
چنبره زدن,2
آمپلی فایر,3
سر و کله,2
شل و پر,2
خسته و کوفته,2
پره هلیکوپتر,3
هم فالِ هم تماشا,2
سیل بند,2
کتاب رنگ آمیزی,3
جنگولک بازی,2
ماهی عروس دریایی,3
مرغ شاخدار,2
قمری خانگی,2
ورور جادو,2
در و تخته با هم جور شدن,3
از اینجا رانده و از آنجا مانده,3
سبیل چرب کردن,2
تره خرد نکردن,2
کوسه نهنگ,3
قندیل بستن,2
لی لی به لالا گذاشتن,3
قيل و قال,2
دارندگی و برازندگی,3
تیره و تار,2
 شقایق دریایی,2
ماهی زرده,2
ماهی لجن خوار,3
کفشدوزک,1
مورچه خورک,2
سر کسي شيره ماليدن ,3
چشم روی هم نگذاشتن,3
تته پته,2
زپلشک,2
کشتی هاش غرق شده,2
دو آتیشه,2
کبوتر چاهی,2
گلاب پاش,2
شاه بوف,2
زنبور زرد,1
طاووس سفید,2
مرغ پر زنبوری,3
لالمونی گرفتن,2
خرس خاکستری,2
مادر خرج,2
عقرب آبی,2
عنکبوت بابا لنگ دراز,3
نهنگ پوزه بطری,3
نوک اردکی,2
پکیج,2
در باغ سبز نشان دادن,3
گورخر آسیایی,3
یوزپلنگ ایرانی,2
قرقاول طلایی,3
مرغ سیاه,2
سنجاب درختی,2
میمون دماغ دراز,3
برگ متحرک,2
شاخ و شانه کشیدن,3
قیمه قیمه کردن,2
تیشه به ریشه زدن,3
کفتار راه راه,3
خردکن میوه,3
کنه,1
خرس آبی,1
میش,2
مگس سگی,2
صدقه سر,2
طوطی ماهی,2
قورباغه بنفش,1
خوک دریایی,2
خوک آهو,2
غزال,1
خرچنگ عنکبوتی ژاپنی‌,3
پلنگچه,2
سیاهگوش,2
روباه سرخ,1
مارمولک گردن چین دار,3
موش دو پا,2
روباه پرنده‌,2
هندوانه در بسته,2
پایه میکروفون,2
یه قرون نمی ارزه,3
چنگی به دل نمیزند,3
سمور دریایی,2
مار مامبا,3
موش دریایی,2
کوسه شاخدار,2
سفر قندهار ,3
مرغ جنگلی خاکستری,3
جهیزیه,2
دیو کوسه,2
فرش 12متری,2
مرغ منشی,2
خارپشت دریایی,2
شتر یک کوهانه,2
ورق آلومینیوم,3
خرموش کانگورویی,2
پرینتر سه بعدی,3
کمربند لاغری ,2
منقل تاشو,2
چهار چشمی پاییدن,3
هندوانه زیر بغل کسی گذاشتن,3
قفل و کلید,2
پالتوی مردانه,2
کرم قلابدار,3
رخت آویز,2
لاک پشت گوش قرمز,3
ماهی گل خورک,3
بست فلزی,3
بست کمربندی پلاستیکی,3
جوراب پاريزین,3
پوست و استخوان شدن,2
دستگاه جوش,2
دستگاه جوجه کشی,3
بخارشوی,2
هویه تفنگی,3
روغن لحیم,3
هلیکوپتر,1
میز سنتور,3
سگک کمربند,3
زوار پنجره,3
پوستیژ,2
عود سوز,2
اسانس سوز,3
گرگ بالان دیده,3
قافیه را باختن,2
هندزفری بیسیم,3
دست کسی زیر ساطور بودن,3
پرگار,1
صابون جامد,2
قدم شمار,2
مقنعه گره ای,3
کفتار خال‌دار,3
سوسک ژاپنی,2
خم به ابرو نیاوردن,3
قاقا لیلی,1
گداجوش,3
سرنگ تزریق,2
پیش قاضی معلق بازی,3
چراغ موشی,2
میز شیشه ای,2
کفش چسبی ,2
مشک آب,3
شلوار کتان,2
لنگ حمام,2
ناف بند,3
سبد رخت چرک,3
چادر مجلسی,2
آفتابگیر,2
کاسه چوبی,2
سیم سه تار,3
فرچه کفش,2
دفترچه قسط,3
عینک شنا,2
کرم وازلین,3
کاغذ مچاله,2
کرم پودر,2
کاپوت ماشین,2
لک لک نیل,2
لوستر فلزی,2
میکروفون یقه ای ,3
اکستنشن مو,3
دست پیش را گرفتن,3
شیر ظرفشویی,2
کوسه چین دار,3
نرده فلزی,2
دستگیره ماشین,2
ترانس مهتابی,3
قالب تهی کردن,3
کجدار و مریز,3
کشته مرده کسی بودن,3
قاب,1
دامن خالدار,2
در آهنی,2
ژل مو,2
باسکول,2
ماشین رالی,2
هاون چوبی,3
مرفه بی درد,2
استخوان لای زخم,3
مرکب سیاه,2
سهره قرمز,2
سپر عقب,2
تسمه کولر,3
پمپ کولر,2
حوله شخصی,2
پیچ آهنی,2
برچسب کاغذی,3
پروانه بال شیشه ای,3
خرچنگ مرموز آفریقایی,3
کش ورزشی,2
آینه بغل تریلی,3
سگ تازی,2
جان بر کف,3
زیر و بم,3
چینچیلا,3
فندک بنزینی,3
فندک آشپزخانه,3
سیاه و کبود,2
کولر خاموش,2
مجسمه برنزی,3
باکس گل,2
انگشت شمار,2
تل گلدار,2
حشره کش برقی,3
سوند,3
کفش لژدار,3
ماژیک شبرنگ,2
هیر و ویر,3
شیر آتش نشانی,3
تانکر سوخت,3
هواپیما,1
چرخ هواپیما,2
باب دندان کسی بودن,3
دندان روی جگر گذاشتن,3
برق از سر کسی پریدن,3
دستگیره اتوبوس,2
تابلو راهنما,2
دندان طمع کندن,3
به آب و آتش زدن,3
از خر شیطان پایین آمدن,3
از زیر سنگ درآوردن,2
بی چاک و دهن,3
گربه مصری,2
آب به آب شدن,2
روسري نخي ,2
هدست بلوتوث,3
پرینتر لیزری,3
کیبورد بلوتوث ,2
سر و سامان گرفتن,3
سجاده ترمه,3
برج هیجان,3
قلم قرآنی,2
پایه مُهر نماز,3
جا عینکی,2
تابلو پارک ممنوع,3
تمساح نیل,3
دلفین نواری,2
سگ وحشی آفریقایی,3
گوریل کوهی,2
آبلیمو گیری,2
سه پایه فلزی ,3
چکش چوبی,2
گاردریل,2
ماهی سُرخو,3
سبزی خشک کن,2
چپ و راست حرف زدن,3
چشماش آلبالو گیلاس میچینه,3
روپوش سفید,2
سوسمار خاردُم,3
مارمولک جکوی پلنگی,3
قورباغه بلوچی,3
سوسن مار,2
تیر مار بیابانی,3
لاک پشت فراتی,3
پیچ گوشتی فنری,3
چک و چانه,2
گاو کوهان دار,3
پا به ماه,1
نشان ستاره کلانتر,3
عروسک پولیشی,3
گوله نمک,2
قفل کودک,2
سیب زمینی بی رگ,3
جفت کردن,2
موش آبی,2
خرگوش کوهی,2
جنگا,3
پل,1
زبونت نیش داره,2
مار پيتون,3
پيچ در پيچ,2
حوله استخری,2
پوستر ورزشی,2
لوسیون مو,2
تشک مسافرتی,2
استکان چینی,2
ضامن نارنجک,3
خشاب تفنگ,2
جگر گوشه,2
هلو بپر تو گلو,2
خانه خراب کن,3
راه و چاه,2
دستبند,1
جوش اورده ,2
ماهی خاردار,3
ماهی شاخ گل,3
موتور کولر,2
صندوق چوبی,2
سنگ تموم,2
گرد و خاک به پا کرد,3
ماهی کپور سیاه,3
تیری در تاریکی,3
کارچاق کن,3
مارمولک سبز,2
شمشیر سامورایی,3
ماهی جلبک خوار,3
سوراخ دعا را گم کردن,3
چرخ,1
کارت,1
گربه ماهی الکتریکی,3
پرنده ماهی,2
پروانه دریایی,2
عنکبوت دریایی,2
اسکناس مچاله,2
بریز و بپاش,2
پیراهن اسپرت,2
کرم نواری,2
کیف ورزشی,2
بغض ترکیدن,2
زانوی غم,2
سر و ته یک کرباس بودن,3
یاسین به گوش خر خواندن,3
دندان کسی را شمردن,3
خر تب میکنه,2
قد علم کردن,3
مو به تن سیخ شدن,3
نمک خوردن و نمکدان شکستن,3
دستمال تنظیف,3
سرسام گرفتن,3
آسیاب بادی,2
سوسمار پل دماغی,3
موش قطبی,2
مرغ زنبورخوار,3
قایق نجات,2
پشت کوهی,2
چرخ دنده ساعت,3
مانتو جین,2
آنتن گردان,3
باتری قلب,2
فشنگ مشقی,3
چشم و چال,3
جعبه لایتنر,3
دو قورت و نیمش باقیه,3
کت و شلوار دامادی,3
مارک شلوار,2
کار شاق,2
باد به غبغب انداختن,3
تخت سنتی,2
جیک و پیک,3
کالسکه نوزاد,2
شیر پاک کن,2
باتری موبایل,2
گوشی همراه,2
کمربند چرمی,2
خط و نشون کشیدن,2
بالش پر,2
بالابر,1
جوراب واریس,3
گاوبندی,1
شیرین کام,2
ترازو آشپزخانه,2
پشه آنوفل,2
کرم سفید ریشه,3
تابلو فرش دستبافت,3
تابلو راهنمایی و رانندگی,3
آینه ماشین,2
هواپیمای جنگی,2
میله,1
دستگیره ماهیتابه,2
جغد انبار,2
پروانه ماهی راکون,3
خر مهره,2
دریل چکشی,3
ماهی حلوا سفید,3
لوح زرین,3
سگ هاسکي,3
ساعت نقره,2
سنجاب زمینی کوهی,3
گنجشک صخره,2
چوب ماهیگیری,2
تلق,2
کشتی جنگی,2
کشتی مسافرتی,2
کاتر پیتزا,3
شیطان  تاسمانی,3
تابلو معرق کاری ,3
رکعت شمار,2
خرگوش صحرایی قهوه‌ای,3
خوشی زیر دلت زده,3
"آب شده,  رفته تو زمین",3
به باد فنا داد,3
بد به دلت راه نده,3
از خیرش بگذر,2
خون خونشو میخوره,3
حنات دیگه رنگی نداره,3
حیف و میل,3
چشم دیدنشو ندارم,3
بی چون و چرا,3
چشم چشم رو نمیدید,3
جیگردار,2
بر وفق مراد,3
هفت تا جون داره,3
گاومیش آفریقایی,3
