text,complexity
سلفون,1
نگهبان دستشویی,3
نخوردیم نون  گندم ,2
لوکس,2
کدو حلوایی ,2
قاطی  مرغ ها شده,2
المفلس فی امان الله ,2
جویای نام,3
تلپاتی,3
شکیل اونیل,3
مخ,2
دوزاریش کجه,3
علاف,1
کباب لقمه,2
 با آل علی در افتاد، برافتاد,2
فرزانگان,2
بشکن ببین چه تیزه,2
لازم,3
دریچه کولر,2
ارزشمند,2
توپ فوتبال ,1
بالشتک ,1
تندیس ,2
پیچ و مهره فروش,3
فروشگاه موتور سیکلت ,3
رنگ فروش,2
پلیس ناجا,3
هارد دیسک,3
حلقه,1
زمین گرده,3
دیجیتال,2
پنج انگشت یکی نیست,2
معقول,3
حرف یکی خدا یکی,2
هندوانه زیر بغل گذاشتن,2
فن,2
خرمن کهنه به باددادن,2
هم خدا رو میخواد هم خرما,2
مینیکس,2
لوسترفروشی,2
صرافی,2
دمپایی ابری,2
آدرنالین,2
لبریز,2
فراوان,1
انبوه,3
درشت,2
مستحق,3
نیکی و پرسش,2
اشکش دم مشکش است,2
صد سال به این سال ها,3
پول چرک کف دسته,2
موش مردگی,2
زیر آبی رفتن,2
یه تختش کمه,2
پرچم,1
باغیرت,2
بلوری,2
برفی,2
یخی,2
بازنشسته,1
پهباد,2
تلپورت,3
توخالی,2
صنایع دستی,3
تعمیرات موبایل,2
تو باغ نیست,2
در دیزی بازه ,2
متعجب,1
هدف,2
گهی پشت به زین,2
آتشپاره,2
مشابه,2
فلاش تانک,3
نظامی,3
سپاهی,2
ارتشی,2
شالی کاری,2
ابولا,2
سانتریول,2
پروپوفول,2
کو آموکسی کلاو,2
شوکر,1
حملات سایبری,3
اسپرماتوسیت,2
بی توجه,3
قلاب,1
آجر,1
آینه دستشویی,2
چراغ اضطراری,3
لیوان کاغذی,2
گیج زدن,3
چاپگر,2
شنا سوئدی,3
مایکروسافت,2
موتورولا,3
سروش,1
دونده,1
دوچرخه سوار,1
فورسپس,2
دست به نقد,3
کل اگر طبیب بودی سر خود دوا نمودی,2
پیاز مو,2
نا آرام,3
نگاه عاقل اندر صفیح,2
مهتابی,2
بدنساز,1
فولادی,2
خوراک خرچنگ,3
عکس 3 در 4,2
غیرقابل انکار,3
محافظ برق,3
قلیان,1
شامپو بدن,1
لازک,2
شقاق,2
هرگلی یه بویی داره,2
اسکپولا,2
رادیوس,2
اولنا,2
یورین,2
سراتوس,2
نیدل هولدر,2
راینوپلاستی,2
کینه شتری,2
واقعیت مَجازی,3
ترانه,2
ترانه سرایی,3
آب در کوزه و ما تشنه لبان می گردیم,2
واکس,1
از اون نترس که های و هوی دارد ,2
کارديا,2
فضای مجازی,2
دستگیره پنجره,2
سرخچه,2
فدراسیون,2
مسابقات علمی,3
انتخاب رشته,2
آزمون سنجش,3
موزرسکی,3
باش تاصبح دولتت بدمد,2
اینی ک زایدیوبزرگ کن,2
موقر,3
پرافاده,3
ملعون,2
معیوب ,3
پریود,2
کارت صوت,3
ساب ووفر,3
جی پی یو ,3
دی وی دی رایتر,3
مجذور,3
دندان ساز,2
اگزابایت,3
ترابایت,2
امپرازول,2
چلغوز,3
عینک مجازی,2
مسلط,3
تل مو,1
S pen,3
شادی بعد از گل,2
آب ابادانی آورد,2
کمک جراح,2
همان آش و همان کاسه,2
علف به دهن بزی شیرین,2
پی اس vr,3
عروسک خمیری,2
مشت نمونه ی خروار,2
دیستروفی عضلانی,2
زالی,2
آلبینیسم,2
با فیل بانان مکن دوستی,2
ریزش مو,2
مجرای تنفسی,2
علی موند و حوضش,2
عروس بلد نیست برقصه ,2
اورولوژیست,2
توردوفرانس,3
لواشک توت فرنگی,3
شاگرد تیزهوش,2
کارت بازی,2
چرتکه,1
تا گوساله گاو شود,2
مفتش گرونه,3
مگه سر گردنه است؟,3
گفتار درمانی,2
بی وفا,2
آش تره,3
لباس راحتی,2
عرق خارشتر,3
تریکوموناسیس,2
وقت گل نی,3
عقلتو به کار بنداز,3
قایق ران,2
صدف دریایی,2
شربت خاکشیر,2
عارف,2
فورتنایت,3
لامپ سوخته,2
پینه بسته,2
به مغزت فشار بیار,3
خوش استایل,3
عجیب و غریب,2
دلیرانه,3
دزدکی,3
اشرافی,3
کودکانه,2
بزرگانه,3
دیوانه وار,3
آیپاد,2
قلم,1
کنترل پنل,3
قلم نوری,2
کلنگی,2
خاک بر سر,1
واکر,2
خوش سلیقه,3
خوش بر و رو,2
نوشابه شیشه ای,2
آتیش پاره,3
بی تاب,3
پرفروش,3
کالباسی,2
بادمجانی,2
آراسته,2
بلفاریت,2
گل یاپوچ,2
رکاب زنی,2
آژیر,2
گیم نت,2
باطری سازی,2
سنگ تراشی,3
معما گر حل شود آسان ,2
بستنی شکلاتی,2
امادگی جسمانی ,3
پکیج دیواری,3
میله بارفیکس,3
تاکتیک,2
بخیه جذبی,2
حلوا شکری,2
نان خرمایی,3
بيسکویت,2
شاه میگو,3
پیتزا سبزیجات,2
اسکوتر برقی,3
بادبزن,1
برازندگی,2
پوسیده,3
عبوس,1
پیشگام,3
یدک کش,3
پاسدار,3
نمکي,1
نخودی,2
براق,1
جعبه تقسیم,3
کارت شناسایی,2
بازپرس,2
دنیا دیده,3
شُل و وِل,2
رهبر ارکستر,2
گیلن باره,2
چسب چوب,2
کلکسیون,2
کوزه,1
شیره انگور,2
بی انظباط,3
دیسیپرامین,2
ریز میبینمت,2
لوبیا چیتی,2
ریموت,2
چشمم اب نمی خورد,2
پتک,2
در بطری,2
کیسه برنج,2
پرچمدار,2
پریز تلفن,2
با لیاقت,3
بخش مراقبت های ویژه,2
دریچه,2
تخت خواب دونفره,2
کمک مربی,2
آفرود,2
بوکسور,1
دستکش بوکس,1
دستمال جیبی,2
رنده برقی,2
ماشین کنترلی,2
انحراف بینی,2
دوبینی,2
جارو به پارو خورده.,2
نگهبان ساختمان,2
آب طالبی,2
با زکاوت,2
رستم در حمام است,2
کلاه,1
چیزی که عوض داره گله,2
زرنگی زیاد فقر میاره,2
زور داری حرفت پیشه,2
سیمبین,3
از خر افتاده خرما پیدا,2
اینهمه چریدی دنبه ات کو,2
جیگر جیگره دیگر دیگر,2
سرش بوی قرمه سبزی می,2
فلفل دلمه ای ,2
امپول نوروبیون,2
پلاک,1
قاعدگی,2
جیغ جیغو,2
آنژیوما,2
افتالموسکوپ,2
اتوسکوپ,2
سپاس گزار,3
گرفته,1
پایانه عصبی,2
کافی,2
برو کشکت را بساب,3
ضدخش,3
دماغ گیر شنا,2
سه شاخه,2
گام,1
تن,1
کباب شامی,3
سرنخ ,1
گوشش را بریدن,3
اسم درکردن,2
دزدکی وارد شدن,3
دنبال کسی گشتن,3
به وجد آوردن,3
دست و بالش بسته است,3
شیک و پیک ,3
جا خوردن,3
نوک زبان ,1
بنجل,3
نارو زدن,3
لوله خودکار,1
مهره,1
هر چیز که خوار آید ی,2
بستنی دوقلو,2
پول پول میاره,2
بچه مایه دار,2
تماشاگر نما,3
ایستاده,2
خوابیده,2
خواب زن چپه,2
نه چک زدیمـ نه چونه,2
مصدومیت,2
سالاد مکزیکی,3
مباشر,3
آدامس خرسی,2
ایبوبروفن,2
شیرینی خوری,2
دستگاه تصفیه آب,2
راجر فدرر,2
توپ جمع کن,1
کلاویه پیانو,3
رقص,1
کنتور,1
قرنیز,2
جارو شارژی,2
خاک,1
اهدای عضو,2
اسمز,2
اپی نفرین,2
گلوکاگون,2
آندوسیتوز,2
اگزوسیتوز,2
درون بری,2
برون بری,2
ماکروفاژ,2
درشت خوار,2
دیاستول,2
Hdl,2
Ldl,2
سورفاکتانت,2
کلروفیل,2
پروبیوتیک,2
بلوند,1
کولیت,2
مخملک,2
استئو ارتریت,2
گال,2
فلج مغزی,2
سیخ سیخی,2
دو دره باز,3
سنجاق سر,1
دانلود,1
پذیرش هتل,3
سر مربی,2
دسر شکلاتی,2
والزارتان,2
وعده سر خرمن,3
پزشک معالج,2
مرگ خواهی برو گیلان,2
آتروپین,2
آدم گرسنه سنگم میخور,2
دانه دیدی ، دام ندید,2
مغلطه گر,3
خدا پرست,2
خودآگاه,3
فربه,2
شهید پرور,2
حقیر,2
جاوید,3
فانی,2
عظیم الجثه,3
خارق العاده,3
اسقاطی,2
رنگ رو رفته,2
زهوار در رفته,3
جزئی,2
تفکیک شده,3
عاشقانه,1
غرب زده,2
تازه وارد,2
تازه به دوران رسیده,2
داخلی,2
وارداتی,2
صادراتی,2
زرتشتی,2
دور ریختنی,2
صیقلی,3
مسموم,1
کمال گرا,3
دهاتی,2
تحصیلکرده,3
مجاور,3
غایب,2
کاسب,3
قریب الوقوع,2
ناگهانی,2
غیر مترقبه,2
انسانی,2
غرور آفرین,3
شنونده,1
زلزله خیز,2
دلهره آور,3
استرس زا,2
بی مهابا,3
جوش شیرین,2
دفتر,1
آسمان ریسمان بافتن,2
دو هزاریش افتاد,2
دروغگو دشمن خداست,2
کو؟ پشت کوه,2
لولا,1
کیبورد بی سیم,2
دل به دریا زدن,2
لیمو شیرین,2
در گنجه بازه,2
مثل پلو تو دوری,2
با تقوا,3
رستم و سهراب,1
افراسیاب,2
هفت خان رستم,2
آریتمی,2
زرتشت,1
کرم کدو,2
نسل سوخته,1
گوشت چرخ کرده,2
دستگاه ماساژور,2
حکیم باشی,3
جاجیم باف,3
گلیم باف,2
عملی,2
کیسه حمام,2
تانکر,2
پشت لبش سبز نشده,2
روانشناس کودک,2
کوک,1
جهش ژنتیکی,2
پنبه,1
آتش را دامن زدن,2
آن سرش ناپیدا,2
انگشت به دهن ماندن,2
دکمه شیفت,2
دکمه اینتر ,2
معلم شنا,2
سیاه پوش,2
یتیم,2
مربا تمشک,3
ماست چکیده,2
عادلانه,2
منصفانه,2
عطر فروش,1
آیزن منگر,2
ونکومایسین,2
یوسف گمگشته باز آید,2
باد در کلاه افکندن,2
با ما به از این باش,2
بنام ما،به کام تو,2
برادری برابری,2
پیشواز گرگ رفتن,2
پشت و روش معلوم نیست,2
پاشنه دهن را کشیدن,2
پشیمانی سودی ندارد,2
توی دهن شیر میرود,2
انبر,1
اول مرغ یا تخم مرغ ,2
پاشنه طلا,2
پرنده با پرنده باز,2
دستش به دهنش میرسه,2
حلقه,1
راننده رالی,2
سالی که نکوست از ,2
خامه شکلاتی,2
آدامس موزی,2
سیم برق,2
صندلی اداری,2
قطره چکان,2
گذشته ها گذشت,2
مدیر نمایشگاه,3
فارماتون,2
ماست پر چرب,2
ناسازگار,3
اسفند دود کن,1
مافیا,2
میزبان,2
شکلات تلخ,2
زونا,2
کورنومتر,2
کیلومتر سنج,3
سیگار,1
دایره زنگی,2
اخلاقی,2
مانتو,1
بد عنق,3
گهواره,1
گاواژ,2
میکروست,2
حصیر بافی,3
ظرفشور,1
نوار تفلون ,3
لوله پلیکا ,3
نوت 2,2
کیسه بوکس,2
سرخر,3
پیتزا قارچ و گوشت,3
دامپروری,3
آبرومند,3
بستنی کیم,2
فرهنگیان,3
سوسپانسیون ,2
کمدین,2
ایروی,2
سفازولین,2
سفتریاکسون,2
سیتریزین,2
آرتان,2
هیدروکورتیزون,2
دراز کشیدن,2
سنباده,2
اپراتور,2
با معنی,3
رودار,2
کم مصرف,1
تولید مثل,2
کاسه و کوزه شکستن,2
هر کی به فکر خویشه,2
نون زیر کباب,2
آفتابه لگن هفت دست,2
کفی کفش,2
بد قول,2
شاخ به شاخ شدن,1
پر چانه,2
کوکو تره,3
تی تاپ,2
نان رژیمی,3
نان ساندویچی,2
بازوفیل,2
ائوزینوفیل,2
مونوسیت,2
اپیدمیولوژی,2
زئونوز,2
آندمیک,2
اپیدمی,2
ترومبوسیت,2
دیافیز,2
متافیز,2
اپی فیز,2
صفحه رشد,2
نرم شامه,2
عنکبوتیه,2
زغال اخته,2
اجباری,3
دسر,1
خمیر ریش,2
شامپو فرش,2
ماشین چمن زن ,3
پلاسکو فروش,3
نصاب پرده,2
عریضه نویس,2
با سیاست,2
دپاکین,2
کلوزام,2
چشم بازار را درآوردن,2
چهار میخ کردن,2
چشم و دل سیر است,2
خطرناک,2
دبه در آوردن,2
رفیق نیمه راه,2
گندم ز گندم جو ز جو ,2
رینگ ,2
داور وسط ,2
بی کلام,2
فخرفروش,2
با افتخار,2
مفتخرانه,3
حواس جمع,2
دیلاغ,3
دستگاه کپی,3
خط میزان,3
آلو بخارا,3
حوله مهمان,2
دوربین دیجیتال,2
چشمی در,2
غلیظ,2
نیمکت چوبی,2
مدیر روشن فکر,3
ناظم خشن,3
کتانی,2
دانش آموز زرنگ,3
شیر پاکتی,2
ارگ,1
مداد پاک کن دار,2
موتور ساز,2
فمور,2
آنانسفالی,2
نخود نخود خانه خود,2
هردمبیل,3
دبش,2
پرچم ایران,2
سلفژ,3
پنج خط حامل,3
اورتور,3
زرین,2
دوم,1
سوم,2
چهارم,2
دیش,1
سرویس خواب,3
خر کیف,2
سایفون,2
مصالح ساختمان فروشی,3
کیک و نوشابه,2
لامپ پر مصرف,2
کفش فروشی,2
خونه خالی,2
بلاک چین,3
هلی شات,2
پسوریازیس,2
با تجربه,1
یو اف سی,3
تنگی نفس,2
با طراوت,3
سیکس پک,2
خوراکی,2
سس هزار جزیره,3
آش خور,1
سمپاتیک,2
شوفاژ,1
چراغ مطالعه,1
بی بنیه,2
سوهان ,1
جان به لب رسیدن,2
دله شیر داره,2
شیطان رادرس دادن,2
از سکه افتاد,2
با دمش گردو می شکند,2
بچه حکم طوطی دارد,2
برانکارد,1
مربی بدنسازی,2
آینه جیبی,2
قرص جوشان,1
تيراندازی,2
وایمکس,3
وایرلس,2
سیخ چوبی,2
دلفریب,3
خون جلوی چشامو گرفته,2
شنبلیله,2
آش ترشی ,2
قرمزته,1
شیش تاییا,2
ایتا,3
آی گپ,3
کفن,1
سمفونیک,2
باانگیزه,2
تکنواز,3
آلبوم آهنگ,2
نوشابه انرژی زا,2
آدامس خروس نشان,3
سقز,2
ناز و بلا,3
فلو,2
رایم,3
اینسترومتال,3
بیت باکس,3
فیت,2
تجدیدی,2
رسوا,3
 شورش در اومده,2
خوش قلب,2
با شرف,2
یخچال دوقلو,2
طلا,1
آریایی,2
خیار سالادی,2
آدابتور,3
مناسبت,2
سختگیر,2
بیستوری,2
مس,2
ته تقاری,2
مدرن,2
افسونگر,3
کیف پول,1
منظم,1
پماد سوختگی,2
بتامتازون,2
پیروکسیکام,2
آکسار,2
آقا اجازه,1
چادر نماز,2
مشاور تحصیلی,3
انتشارات,3
ملی,2
تخصصی ,2
حیرت آور ,3
غیر قابل تحمل ,3
شوم,2
برگ انگور,2
خوددرگیر,2
بی ثبات,3
سوسیس و تخم مرغ,2
خوش فکر,3
زرد چوبه,1
هولناک,3
ویندوز هشت,2
ویندوز ده,2
ام اس آی,3
پاور گرین,2
پول پرست,2
حصار,1
وطن پرست,2
بالای چشمش ابروست,2
قالب یخ,2
ضدگلوله,1
تانگو,1
احساساتی,3
مشاور کودک,3
سبز لجنی,2
سگ تو روحت,2
ضرب آهنگ,3
وکال,3
فری استایل,3
گسترده,2
تاخیر,2
مورفولوژی,2
منقلب,3
سهمناک,2
لیزیک,2
کاتاراکت,2
ته تغاری,2
ته پیازی یا سر پیاز,3
نفرولوژی,2
دستگاه بخور,2
هیرسوتیسم,2
غده ادرنال,2
کت و کلفت,3
کِرال,1
قل چماق,3
فَکَستَنی,3
بی علاقه,2
وقت کش,2
زخم بستر,2
اندامی,2
باس,2
کماندار,2
استروئید,2
کم رنگ,1
پر رنگ,3
غم انگیز,3
شرم آور,3
محجبه,2
جدول تناوبی,3
فیلتر,2
جکوزی,2
آقای مدیر,2
خانم معلم,2
خانم مدیر,2
اخراج,1
کت و کلفت,3
صلواتی,2
مردد,3
دهان شویه,2
سلول خاکستری,2
ابرو کمان,2
درب و داغون,3
احیا,2
اتاق دبیران,3
انبار,1
صحیح,2
آبدار چی,2
طراح پارچه,3
کارتریج,3
رایت,2
Winrar,3
Power,1
Restart,1
سیم لخت کن,3
اهم متر,3
اهم,2
ولت,2
وات,1
کیلو وات,3
دریل,2
مرزه,3
بید مشک,2
پپسین,2
خدا وکیلی,3
میوکارد,2
گامت,2
فرکانس,2
هزارلا,2
مربا هویچ,2
مربا به,2
شیرینی مربایی,3
قهوه تلخ,1
شکلات شیری,3
شیر پر چرب,2
شیر کم چرب,2
ناشناخته,1
ویران,2
محروم,2
بستنی اسکوپی,2
پیکسل,2
اینچ,2
شاه بیت,3
موشکافانه ,3
فیش,2
پر حاشیه,3
بی ایمان,2
شقه شقه,2
گاری چی,2
ماهی  شکم پر,2
اسپاتول,2
بسته,2
چمدان بر,2
سیرمونی,3
ناشتا,2
شیدا,3
تلفن همراه هوشمند,3
بد قلق,3
عین خیالش نیست,3
پروفسور,1
در ماژیک,2
ناظم عصبانی,2
هات اسپات,2
سایلنت,2
درجه حرارت بدن ,2
پنیر لاکتیکی,3
هرتز,2
چسب حرارتی,3
تایمر,2
المنت,3
ماژول,3
اسپکولوم,2
سونوکیت,2
اسپیرومتر,2
سوزن گیر,2
روحانی,2
راه بازوجاده دراز,3
ننه من غریبم بازی,3
بامبول درآوردن,3
اسپینر,3
میکسر,2
پلی,2
مداد سیاه,2
پرمهر,3
جنگنده,3
نادرست,2
ناسپاس,2
نسوز,2
نشکن,2
ماندنی,3
قصابی,2
خیاطی,2
آهنگر ,2
عاقلانه,3
مخفیانه,3
جی ال ایکس,2
جویا,2
آفریدگار ,3
ایکس ویژن,3
نقلیه,2
دروغین,3
کیسه ادرار,2
بد خط,1
ریسنده,3
چلو خورشت,3
موتورخانه,2
بک هند,2
تردمیل,2
غصه دار,2
غول آسا,3
بوم باکس,3
مداوم,2
میز نقشه کشی,3
آقا,1
زنده به گور,2
ثبت شرکت,3
جارو فروش,2
عضو هیئت علمی,3
ناجوانمردانه,3
وحشیانه,2
جوانمردانه,2
دان 3,2
چای ساز,2
قهوه ساز,1
پریز,2
گوشی تلفن,2
آب سردکن,1
امپلی فایر,3
صندلی چپ دست ها,2
ته کلاس,1
بخاری نفتی,2
متاسف,2
بی بخار,2
سیاهی لشکر,2
فروشگاه اینترنتی,3
Rna,2
دو گانگی شخصیت,2
حرکت کرمی روده,2
حرکت حلقوی روده,2
سلطانی,2
مهندس ناظر,3
باز جو,2
بازاری,3
گوشواره,1
کوهی,2
مغز فندقی,3
آلمانی,2
آقازاده,2
کنفدراسیون,3
پاس کاری,2
سطل آشغال,1
گیرا,3
بامسما,3
جا دار,2
دلگرم,1
حرف گوش کن,2
محقق,1
تست ورزش,2
ماساژ قلب,2
خودنویس,2
ریش سفید,2
بزرگسال,1
تصنیف,3
چرت و پرت,1
دیکتاتور,2
آبدارچی,2
قالب کیک,2
غیبت موجه,2
سرعتی,3
جاروبرقی,2
دربست,1
نخود سیاه,2
مامور مالیات,3
ماهی سوخاری,2
اطلاعاتی,3
عکاس باشی,2
بت پرست,2
پژوهش,2
پیاده,2
پشتک,2
نیم پشتک,3
چرخ و فلک,1
تمشک آبی,3
نتورک مارکتینگ,3
مافنگی,3
زبون نفهم,2
مای کامپیتر,2
کارما,3
مخرج مشترک,2
مال دوست,2
علاف,1
چشم انتظار,2
آسمون به زمین رسیدن,3
بی عدالت,2
بی اعتنا,3
کول دیسک,3
ریزنقش,3
بازیگر تئاتر,2
سفیدکار ساختمان,3
مامور مخفی,3
نخست وزبر,3
سفیر,2
ناظم مدرسه,1
معلم پرورشی,2
کافی من,3
سوپ خوری,2
سوفله خوری,3
دمپایی لاانگشتی,2
امپر سنج,3
ولتمتر,3
کاپیتالیسم,3
خودکار رنگی,2
استیکی نوت,3
گواش,2
بوم نقاشی,2
قلم مو,1
ماسک اکسیژن,2
خون شناسی,3
میکروب شناسی,3
خوش عکس ,2
سبد میوه,2
پرورش زالو,3
ایموجی,2
آدم خوار,1
سياتيك,2
یادگار امام,3
آزادی,2
دانشگاه تهران,1
بااخلاق,3
گشاده رو,2
پیشگو,2
هدفمند,2
 زود جوش,2
مقصر,2
مال خر,3
چای نبات,2
نامرد,2
چشم پاک,1
موش دواندن,3
گشنه پلو,3
گشنه پلو,3
دهن پرکن,3
کیف پاوربانک,3
تمبانش دوتا شده,2
نوافن,2
مرده شورتو ببرن,3
شورت مایو,2
مدیر صحنه,3
اسپیکر مسافرتی,3
داربست,2
قالب سیلیکونی,3
زیر قابلمه ای,2
اف اف,2
مامور شهرداری,3
سالاد سزار,3
شیر قهوه,2
کوکو بادمجان,3
دل رحم,3
آبشامه,2
پیراشامه,2
بازجذب,2
کپسول بومن,2
دستگاه گلژی,2
میخچه,2
آنزیم آمیلاز,2
پپسینوژن,2
گوینده خبر,2
خلافکار,3
هنرمند,1
دکتر زیبایی,2
جهانگرد,1
تاریخ دان,2
جادوگر,1
جانورشناس,3
سیاستمدار,3
گل گلاب,3
سوپرایز,2
دندون رو جیگر بزار,2
آتلکتازی,2
آتروفی,2
آلرژن غذایی,2
کالسکه ,1
آلبوم,1
یادگاری,2
تخته پاک کن,2
موشک کاغذی,2
کود,1
گیتار,1
برچسب,1
در حياط,2
باردار,2
نایدیس,2
گاسترین,2
سکرتین,2
همولنف,2
پودوسیت,2
خوش فرم,3
خوش کلام,2
معجون,2
بلک بورد,1
اریتروسیت,2
ماستوسیت,2
سارکوم,2
لنفوم,2
پاپیلوما,2
استئومیلیت,2
هایپوپیون,2
کراتیت,2
نفروز,2
نفریت,2
دانگل,3
 دفاع روی تور,2
رئیس فدراسیون,3
اندیشمند,2
غُد,2
پرتودرمانی,2
ازمون سراسری,3
مدهوش,3
گهربار,3
سیب زرد,2
 میکرونیدلینگ,2
مزوتراپی,2
یکی یکدانه,2
یکپارچه,2
یاوه,3
هنگفت,3
خونی,2
سرسام آور,2
رئیس قطار,3
آدامس نعنایی,2
تگرتول,2
گردن کلفت,1
تنفس دهان به دهان,2
تخم شتر مرغ,2
ایرانسل,2
همراه اول,1
دیورتیک ,2
تاکی کاردی ,2
غدد لنفاوی,2
سندروم کوشینگ,2
فشار سیستولیک,2
فشار دیاستولیک ,2
هورمون رشد,2
دگزامتازون,2
کاشکسی ,2
دارفیسم ,2
گانگلیون,2
بازوبند کاپیتانی,2
لباس غواصی,2
باکتری باسیل,2
نبض کاروتید,2
سیستم پاراسمپاتیک,2
هورمون اکسی توسین,2
سنگدان,2
چینه دان,2
هیپوکسی,2
پریکارد,2
کفش ورزشی,2
کفش چمن,2
رئیس بیمه ,3
مسئول آزمایشگاه,3
تاول,2
قمقمه,1
کاتر,2
تیک عصبی,2
ممتنع,2
سوزناک,2
خیالی,2
موزمار,2
روماتولوژی,2
متضاد,2
بد عنق ,3
بی خیر,3
میان وعده,2
قالب دندان,2
کاردیاک,2
تنظیم,2
فحاش,2
زیر آب زن,2
خونخوار,2
چه خه ,2
روز معلم,1
کلاس تقویتی ,2
گردش علمی,3
وزیر نفت,3
وزیر ارتباطات,3
دلال ماشین,3
خفت گیری,2
توسری خور,3
ضعیف کشی,3
حلقه ی بسکتبال,2
کاشی فروشی,2
اموزش,1
بستنی فالوده ای,2
آب میوه,2
آپ چاگی,3
سوییچ,2
کرخت,3
خط نگه دار,3
مربی,2
دفاع,1
سوزن خیاطی,2
مداد طراحی,2
قابل قبول ,2
جعبه کفش,2
ویولن,2
کیس کامپیوتر,2
الکامپ,3
بیمه شخص ثالث,3
امتحان کلاسی,3
کم نظیر,3
زخم زبان,3
نمایشگر,3
کوته فکر,3
کوته فکر,3
قفل کتابی,2
پر سر و صدا,2
رها,1
خوش فیس,3
با عزت,3
حرام لقمه,2
حامله,1
فرازمینی,2
افسانه ای,2
لیدر تور,3
اعصاب خرد کن,2
رد داده,3
اگر آب دستته بگذار زمین,1
دستم بنده,2
پر ادعا,3
تخته نرد,2
همیشگی,2
آئوریسم,2
۱۲۰ ساله زنده باشی,2
دیجیتال مارکتینگ,3
کیسه بوکس,2
زنجیر,1
غلط گیر,2
دارت,1
تفنگ بادی,2
تفنگ شکاری,2
تسمه,2
درپوش دودکش,3
در قابلمه,2
پارچه,1
ایفون 10,2
پشه کش برقی,2
ابوقراضه,2
پیمانه,2
بومرنگ,2
تاچ اسکرین,3
محافظ کامپیوتر,3
تلویزیون سه بعدی,2
جوی استیک,3
اسپلنومگالی,2
هد تروما,2
سپسیس,2
هماچوری,2
کارت صدا,3
خشنود,2
ایسر,3
تب و لرز,2
عامه پسند,2
دلبرانه,3
بدخواه,2
بدشکل,2
نصاب کاغذ دیواری,3
استیک آبدار,3
چاقاله بادام,2
گور باباش,2
دوغ محلی,2
پر قو,1
بی تمدن,2
با تمدن,3
نره غول,3
گوش دراز,1
خال خالی,2
مو سیاه,2
کُلفَت,1
مو قهواه ای,2
کارگر خانه,2
مو قرمز,2
پر آوازه,2
فرمت,3
ریست,2
چندش آور,1
بی نمک,2
درجا,2
زاغ سیاه چوب زدن,3
مدعی,2
مدیون,2
سبد باف,3
زمین ورزش,2
دیوانه کننده,3
بی صاحب,2
مخرب,2
تک بعدی,3
ول گرد,1
قاضی,2
کولر ساز,1
برنامه نویس وب,3
عشقولانه,3
مفرد,1
دیدبان,2
ترسیده,2
بیدار,2
نخستین,2
پایانی,2
سفیدکننده,2
با اعتماد,2
ساندویچ سرد,2
کباب غاز,3
کباب بره,2
خود مختار,2
شیشه شیر,2
متابولیسم,2
بد لباس,2
قاب موبایل,2
گریه دار,3
چسبنده,2
باستانی,2
باتری موبایل,2
شارژر لپ تاپ,2
پرینتر سه بعدی,3
اساسی,2
مرسوم,3
قابل توجه,3
محال,2
رقابتی,2
بحرانی,3
الکتریکی,2
خواندنی,2
متعدد,3
غیرعادی,2
بدیهی,2
لثه ,2
سیم گیتار,2
جا چاقویی,2
سفره یکبار مصرف,2
لیوان یکبارمصرف,2
تیرآهن,2
جا لیوانی,2
چای دارچین,2
چای کیسه ای,2
چای قند پهلو,3
کاشت ناخن,2
روبان,1
جغجغه,1
تپانچه بادی,3
دهنش وا موند,2
شاخ شدن,1
ژیگول,3
کبریت بی خطر,2
بی ملاحضه,3
فراری,2
نارسایی قلبی,2
نارسایی کلیوی,2
لوب کبد,2
سیروز کبدی,2
Tr,2
اسپلنکتومی,2
کولکتومی,2
برونکوسکوپی,2
Copd,2
آرتریت روماتوئید,2
سپتیسمی,2
هماتولوژی,2
جوگندمی,2
کله گنده,2
توریست,2
تروریست,2
خواب آفریقایی,2
فانتزی,2
مستطیلی,2
چشم بادومی,2
فن کمر,3
آهن فروش,2
زمین بازی,2
چوب بیسبال,3
کمربند مشکی,2
هلو انجیری,2
تمبر,1
عود,1
رضا علیپور,3
رحل قرآن,2
۱۳ ابان,2
مقوا ,1
نشریه,3
طلق شیرازه,3
سی دی,2
میز تحریر ,2
تلسکوپ ,1
ذره بین,2
شوره سر,2
ادیومتریست,2
قرص فشار,2
دیکلوفناک ,2
ارمیچر,3
درنده,2
ژله پرتقال,2
ژله آلبالو,2
ژله آلوئه ورا ,2
لبنیات,2
دلاک,2
 رنگی,2
خرمایی,2
ترد,2
آبکی,3
قلابی,2
تقلبی,2
تازه کار,2
مالتیپل اسکلروزیس,2
نان تست,2
موبایل ضد اب,2
شیپور,2
مانتو فروش ,1
درگیر,2
خوار و بار فروش,3
دو به هم زنی,2
سر کار گذاشتن,3
نفازولین,2
دهنم صاف شد,3
کمپوت گلابی,2
آنتی‌باکتریال,2
مدیر,2
وقیح,2
تقویم,2
کلپچ,2
صابون به دل زدن,3
دم دفتر,3
شعله ور,2
کپی رایت,2
مهر نماز,1
استعدادهای درخشان,3
نمونه دولتی,3
نیم پرده,2
بساز بنداز,3
هدفون,1
هنگ,1
زوم,1
دستمال سفره,2
ترشی انبه,3
بابونه,3
شوید,2
دسته بازی,2
بازاریابی شبکه ای,3
گایتون,2
پاراتیروئید,2
کلسی تونین,2
سالمونلوز,2
تنظیم موتور,3
سپر ساز,2
قفل صفحه,3
